epoch,step,train_acc,train_loss,val_acc,val_loss
2,5699,0.6875,0.5742565393447876,,
2,5747,,,0.6850451231002808,0.5816036462783813
3,5749,0.703125,0.5238797664642334,,
3,5799,0.734375,0.5748928785324097,,
3,5849,0.671875,0.5791981220245361,,
3,5899,0.765625,0.5466728210449219,,
3,5949,0.6875,0.6094666719436646,,
3,5999,0.71875,0.5788551568984985,,
3,6049,0.828125,0.49508970975875854,,
3,6099,0.625,0.609263002872467,,
3,6149,0.609375,0.6695437431335449,,
3,6199,0.734375,0.574066162109375,,
3,6249,0.6875,0.5559206008911133,,
3,6299,0.65625,0.6230316162109375,,
3,6349,0.609375,0.6170139312744141,,
3,6399,0.5625,0.6867194175720215,,
3,6449,0.71875,0.5329734086990356,,
3,6499,0.734375,0.5398808717727661,,
3,6549,0.640625,0.5512876510620117,,
3,6599,0.703125,0.5643744468688965,,
3,6649,0.6875,0.5601085424423218,,
3,6699,0.75,0.5986520051956177,,
3,6749,0.6875,0.536975622177124,,
3,6799,0.625,0.6345787644386292,,
3,6849,0.609375,0.6425260305404663,,
3,6899,0.671875,0.5776204466819763,,
3,6949,0.71875,0.5420407056808472,,
3,6999,0.6875,0.5719215869903564,,
3,7049,0.59375,0.6133555173873901,,
3,7099,0.671875,0.5882576704025269,,
3,7149,0.640625,0.6232199668884277,,
3,7199,0.703125,0.5997655391693115,,
3,7249,0.765625,0.48765692114830017,,
3,7299,0.734375,0.5644670724868774,,
3,7349,0.6875,0.5455527305603027,,
3,7399,0.6875,0.58617103099823,,
3,7449,0.734375,0.5749468803405762,,
3,7499,0.796875,0.5159110426902771,,
3,7549,0.65625,0.6005630493164062,,
3,7599,0.671875,0.6028087139129639,,
3,7649,0.671875,0.5800071954727173,,
3,7663,,,0.7013435363769531,0.5663034915924072
4,7699,0.765625,0.512300968170166,,
4,7749,0.6875,0.5809888243675232,,
4,7799,0.71875,0.5470308065414429,,
4,7849,0.625,0.5776883363723755,,
4,7899,0.640625,0.5874283313751221,,
4,7949,0.59375,0.6309226751327515,,
4,7999,0.796875,0.4955632984638214,,
4,8049,0.765625,0.5550687313079834,,
4,8099,0.6875,0.513724684715271,,
4,8149,0.765625,0.5667136907577515,,
4,8199,0.75,0.5356968641281128,,
4,8249,0.609375,0.5749101638793945,,
4,8299,0.71875,0.49552738666534424,,
4,8349,0.609375,0.6317576766014099,,
4,8399,0.6875,0.6066274642944336,,
4,8449,0.71875,0.5065162181854248,,
4,8499,0.796875,0.533698558807373,,
4,8549,0.703125,0.5715728998184204,,
4,8599,0.796875,0.482144296169281,,
4,8649,0.765625,0.5325355529785156,,
4,8699,0.65625,0.6818603277206421,,
4,8749,0.65625,0.6211814880371094,,
4,8799,0.671875,0.5326836109161377,,
4,8849,0.890625,0.4458996653556824,,
4,8899,0.734375,0.5609490275382996,,
4,8949,0.625,0.6773110032081604,,
4,8999,0.59375,0.5677038431167603,,
4,9049,0.703125,0.5289864540100098,,
4,9099,0.6875,0.6171956658363342,,
4,9149,0.734375,0.5642770528793335,,
4,9199,0.734375,0.520280122756958,,
4,9249,0.65625,0.5898044109344482,,
4,9299,0.703125,0.6154418587684631,,
4,9349,0.734375,0.5554186105728149,,
4,9399,0.734375,0.5740354061126709,,
4,9449,0.71875,0.5504748821258545,,
4,9499,0.625,0.6375794410705566,,
4,9549,0.640625,0.5678865313529968,,
4,9579,,,0.7129432559013367,0.5492063164710999
5,9599,0.671875,0.5670183300971985,,
5,9649,0.625,0.5907191038131714,,
5,9699,0.625,0.6038143634796143,,
5,9749,0.625,0.5863897204399109,,
5,9799,0.796875,0.5327203273773193,,
5,9849,0.640625,0.5831426382064819,,
5,9899,0.59375,0.6670349836349487,,
5,9949,0.6875,0.5271650552749634,,
5,9999,0.71875,0.5875728130340576,,
5,10049,0.703125,0.5784935355186462,,
5,10099,0.71875,0.5156259536743164,,
5,10149,0.59375,0.6599577069282532,,
5,10199,0.71875,0.656074047088623,,
5,10249,0.734375,0.5410197377204895,,
5,10299,0.859375,0.44969987869262695,,
5,10349,0.640625,0.6437757611274719,,
5,10399,0.625,0.6161221265792847,,
5,10449,0.671875,0.6346296072006226,,
5,10499,0.71875,0.6211404800415039,,
5,10549,0.6875,0.5231439471244812,,
5,10599,0.703125,0.560416579246521,,
5,10649,0.6875,0.5842516422271729,,
5,10699,0.703125,0.5821733474731445,,
5,10749,0.640625,0.6571904420852661,,
5,10799,0.6875,0.5815355777740479,,
5,10849,0.671875,0.6079894304275513,,
5,10899,0.734375,0.5046389102935791,,
5,10949,0.734375,0.5694785118103027,,
5,10999,0.734375,0.49243414402008057,,
5,11049,0.71875,0.5234388113021851,,
5,11099,0.609375,0.5967174768447876,,
5,11149,0.71875,0.5569658279418945,,
5,11199,0.671875,0.5604544281959534,,
5,11249,0.6875,0.5548589825630188,,
5,11299,0.65625,0.6039122939109802,,
5,11349,0.640625,0.5615079402923584,,
5,11399,0.640625,0.5135260820388794,,
5,11449,0.734375,0.5297838449478149,,
5,11495,,,0.7171279788017273,0.5447725057601929
6,11499,0.640625,0.5809496641159058,,
6,11549,0.625,0.536684513092041,,
6,11599,0.671875,0.5966532230377197,,
6,11649,0.640625,0.602953314781189,,
6,11699,0.703125,0.5969350934028625,,
6,11749,0.703125,0.5752155780792236,,
6,11799,0.671875,0.5287340879440308,,
6,11849,0.71875,0.5610100626945496,,
6,11899,0.6875,0.4888930022716522,,
6,11949,0.65625,0.6448071599006653,,
6,11999,0.671875,0.582259476184845,,
6,12049,0.59375,0.6284098625183105,,
6,12099,0.71875,0.5335374474525452,,
6,12149,0.765625,0.582843005657196,,
6,12199,0.65625,0.5834923982620239,,
6,12249,0.625,0.6184797286987305,,
6,12299,0.65625,0.5609272718429565,,
6,12349,0.8125,0.5178764462471008,,
6,12399,0.78125,0.5151212215423584,,
6,12449,0.640625,0.6994633674621582,,
6,12499,0.6875,0.548084020614624,,
6,12549,0.625,0.6141592860221863,,
6,12599,0.671875,0.5698404312133789,,
6,12649,0.734375,0.47808563709259033,,
6,12699,0.734375,0.5124364495277405,,
6,12749,0.765625,0.5936443209648132,,
6,12799,0.765625,0.5199074745178223,,
6,12849,0.734375,0.5151146054267883,,
6,12899,0.765625,0.5399177670478821,,
6,12949,0.734375,0.5557807683944702,,
6,12999,0.734375,0.533155620098114,,
6,13049,0.703125,0.5559412240982056,,
6,13099,0.640625,0.6190316677093506,,
6,13149,0.75,0.5465368032455444,,
6,13199,0.71875,0.5778043270111084,,
6,13249,0.71875,0.5378072261810303,,
6,13299,0.6875,0.5779964923858643,,
6,13349,0.6875,0.5842007398605347,,
6,13399,0.796875,0.4986819922924042,,
6,13411,,,0.7080978155136108,0.5598663091659546
7,13449,0.59375,0.6249317526817322,,
7,13499,0.75,0.499496728181839,,
7,13549,0.578125,0.6196008920669556,,
7,13599,0.71875,0.566006600856781,,
7,13649,0.734375,0.5434743165969849,,
7,13699,0.75,0.528475284576416,,
7,13749,0.6875,0.6237996816635132,,
7,13799,0.78125,0.47925207018852234,,
7,13849,0.671875,0.5478347539901733,,
7,13899,0.859375,0.41396552324295044,,
7,13949,0.65625,0.5696277022361755,,
7,13999,0.703125,0.5468769073486328,,
7,14049,0.59375,0.6770740747451782,,
7,14099,0.71875,0.5424817800521851,,
7,14149,0.75,0.5173425674438477,,
7,14199,0.75,0.5080832242965698,,
7,14249,0.65625,0.5257807970046997,,
7,14299,0.734375,0.5257519483566284,,
7,14349,0.734375,0.528319776058197,,
7,14399,0.734375,0.5337804555892944,,
7,14449,0.78125,0.5494663715362549,,
7,14499,0.671875,0.5588300228118896,,
7,14549,0.578125,0.6306841969490051,,
7,14599,0.640625,0.6185550689697266,,
7,14649,0.78125,0.4805566668510437,,
7,14699,0.734375,0.5685582160949707,,
7,14749,0.796875,0.5388272404670715,,
7,14799,0.734375,0.5364723801612854,,
7,14849,0.609375,0.6180248260498047,,
7,14899,0.6875,0.555120587348938,,
7,14949,0.625,0.6002823710441589,,
7,14999,0.75,0.5465188026428223,,
7,15049,0.71875,0.5584251880645752,,
7,15099,0.65625,0.6053630113601685,,
7,15149,0.734375,0.5373609662055969,,
7,15199,0.671875,0.5940432548522949,,
7,15249,0.796875,0.5057806968688965,,
7,15299,0.71875,0.5446677207946777,,
7,15327,,,0.7235151529312134,0.5420578718185425
8,15349,0.65625,0.7006772756576538,,
8,15399,0.75,0.5285874605178833,,
8,15449,0.75,0.4729084372520447,,
8,15499,0.78125,0.5032159686088562,,
8,15549,0.765625,0.5463359951972961,,
8,15599,0.703125,0.5894163846969604,,
8,15649,0.78125,0.4463363289833069,,
8,15699,0.703125,0.5490370988845825,,
8,15749,0.578125,0.6376175880432129,,
8,15799,0.6875,0.6245168447494507,,
8,15849,0.640625,0.580638587474823,,
8,15899,0.78125,0.5171384811401367,,
8,15949,0.796875,0.42400267720222473,,
8,15999,0.734375,0.5544551610946655,,
8,16049,0.78125,0.5542677044868469,,
8,16099,0.84375,0.426790326833725,,
8,16149,0.65625,0.6841772794723511,,
8,16199,0.765625,0.4723624289035797,,
8,16249,0.75,0.4892219305038452,,
8,16299,0.71875,0.5421068072319031,,
8,16349,0.6875,0.5746945142745972,,
8,16399,0.609375,0.6286727786064148,,
8,16449,0.71875,0.5344487428665161,,
8,16499,0.609375,0.5786287784576416,,
8,16549,0.828125,0.4658570885658264,,
8,16599,0.640625,0.6186225414276123,,
8,16649,0.71875,0.5186215043067932,,
8,16699,0.78125,0.48406341671943665,,
8,16749,0.6875,0.59418785572052,,
8,16799,0.71875,0.5312146544456482,,
8,16849,0.75,0.5214520692825317,,
8,16899,0.65625,0.6036925315856934,,
8,16949,0.703125,0.5576651096343994,,
8,16999,0.6875,0.5647099614143372,,
8,17049,0.71875,0.5340025424957275,,
8,17099,0.640625,0.5918579697608948,,
8,17149,0.75,0.45175671577453613,,
8,17199,0.6875,0.5334964990615845,,
8,17243,,,0.7314441204071045,0.5236865282058716
9,17249,0.765625,0.44829827547073364,,
9,17299,0.6875,0.5516265630722046,,
9,17349,0.71875,0.5166851282119751,,
9,17399,0.703125,0.5597938299179077,,
9,17449,0.65625,0.5696065425872803,,
9,17499,0.59375,0.6969032287597656,,
9,17549,0.734375,0.5364516973495483,,
9,17599,0.703125,0.5566385388374329,,
9,17649,0.734375,0.4834802448749542,,
9,17699,0.796875,0.5034735202789307,,
9,17749,0.765625,0.5302169322967529,,
9,17799,0.734375,0.535468578338623,,
9,17849,0.65625,0.5974287390708923,,
9,17899,0.75,0.5094794631004333,,
9,17949,0.6875,0.5944609642028809,,
9,17999,0.640625,0.6373845934867859,,
9,18049,0.78125,0.4782743453979492,,
9,18099,0.71875,0.5312334299087524,,
9,18149,0.75,0.5065667033195496,,
9,18199,0.71875,0.5136980414390564,,
9,18249,0.765625,0.5321307182312012,,
9,18299,0.671875,0.5470552444458008,,
9,18349,0.71875,0.5841509699821472,,
9,18399,0.765625,0.531982958316803,,
9,18449,0.609375,0.5709970593452454,,
9,18499,0.671875,0.5926331877708435,,
9,18549,0.75,0.5619938373565674,,
9,18599,0.796875,0.4769429564476013,,
9,18649,0.609375,0.5855023860931396,,
9,18699,0.78125,0.4993657171726227,,
9,18749,0.859375,0.3946022689342499,,
9,18799,0.75,0.49159500002861023,,
9,18849,0.75,0.5193502902984619,,
9,18899,0.734375,0.492387056350708,,
9,18949,0.6875,0.48213398456573486,,
9,18999,0.703125,0.4793204665184021,,
9,19049,0.6875,0.5396891832351685,,
9,19099,0.78125,0.5015249252319336,,
9,19149,0.75,0.4847305417060852,,
9,19159,,,0.7064826488494873,0.5577241778373718
10,19199,0.828125,0.5013736486434937,,
10,19249,0.78125,0.523573100566864,,
10,19299,0.703125,0.564539909362793,,
10,19349,0.75,0.535279393196106,,
10,19399,0.734375,0.5031877756118774,,
10,19449,0.703125,0.5387166142463684,,
10,19499,0.75,0.4716847240924835,,
10,19549,0.671875,0.6129125356674194,,
10,19599,0.734375,0.4950788617134094,,
10,19649,0.765625,0.5591273307800293,,
10,19699,0.71875,0.5829851627349854,,
10,19749,0.65625,0.5600795149803162,,
10,19799,0.625,0.5920235514640808,,
10,19849,0.6875,0.6119194030761719,,
10,19899,0.765625,0.5086683630943298,,
10,19949,0.703125,0.49091145396232605,,
10,19999,0.765625,0.5384795665740967,,
10,20049,0.703125,0.5501333475112915,,
10,20099,0.6875,0.5638313293457031,,
10,20149,0.6875,0.5638635158538818,,
10,20199,0.78125,0.5618209838867188,,
10,20249,0.796875,0.47531580924987793,,
10,20299,0.734375,0.5215697884559631,,
10,20349,0.671875,0.5640246272087097,,
10,20399,0.75,0.4723796248435974,,
10,20449,0.734375,0.46653977036476135,,
10,20499,0.6875,0.5261096954345703,,
10,20549,0.75,0.5207366347312927,,
10,20599,0.6875,0.5440480709075928,,
10,20649,0.703125,0.5559825301170349,,
10,20699,0.78125,0.5306259989738464,,
10,20749,0.640625,0.584273099899292,,
10,20799,0.765625,0.4782441258430481,,
10,20849,0.765625,0.4871545433998108,,
10,20899,0.78125,0.47993016242980957,,
10,20949,0.6875,0.600365161895752,,
10,20999,0.6875,0.5901644229888916,,
10,21049,0.671875,0.5801651477813721,,
10,21075,,,0.7412818670272827,0.5117233395576477
11,21099,0.71875,0.597902774810791,,
11,21149,0.796875,0.4608597159385681,,
11,21199,0.828125,0.4584691524505615,,
11,21249,0.765625,0.49642282724380493,,
11,21299,0.6875,0.4997216463088989,,
11,21349,0.78125,0.5558643937110901,,
11,21399,0.6875,0.5337475538253784,,
11,21449,0.734375,0.558417558670044,,
11,21499,0.78125,0.4754059314727783,,
11,21549,0.71875,0.5894827842712402,,
11,21599,0.75,0.5866776704788208,,
11,21649,0.765625,0.47641369700431824,,
11,21699,0.671875,0.5655421614646912,,
11,21749,0.71875,0.521256685256958,,
11,21799,0.640625,0.5553516745567322,,
11,21849,0.765625,0.5005162358283997,,
11,21899,0.6875,0.5701029896736145,,
11,21949,0.734375,0.5152373313903809,,
11,21999,0.78125,0.522324800491333,,
11,22049,0.6875,0.5161120295524597,,
11,22099,0.671875,0.6741291284561157,,
11,22149,0.65625,0.6422818303108215,,
11,22199,0.84375,0.4413938522338867,,
11,22249,0.75,0.48157984018325806,,
11,22299,0.734375,0.4862692356109619,,
11,22349,0.71875,0.5222991108894348,,
11,22399,0.6875,0.5547780394554138,,
11,22449,0.65625,0.612973690032959,,
11,22499,0.703125,0.5014294385910034,,
11,22549,0.609375,0.6067595481872559,,
11,22599,0.65625,0.5658788084983826,,
11,22649,0.734375,0.49257731437683105,,
11,22699,0.796875,0.4734575152397156,,
11,22749,0.59375,0.6243095397949219,,
11,22799,0.734375,0.5439134240150452,,
11,22849,0.625,0.5694994926452637,,
11,22899,0.8125,0.4222865700721741,,
11,22949,0.734375,0.5354981422424316,,
11,22991,,,0.7197709679603577,0.5280399918556213
12,22999,0.796875,0.5162327289581299,,
12,23049,0.734375,0.5301038026809692,,
12,23099,0.828125,0.46238479018211365,,
12,23149,0.796875,0.462628573179245,,
12,23199,0.78125,0.5027450919151306,,
12,23249,0.828125,0.3861292898654938,,
12,23299,0.78125,0.5465448498725891,,
12,23349,0.765625,0.4907161295413971,,
12,23399,0.625,0.6471089124679565,,
12,23449,0.6875,0.577506422996521,,
12,23499,0.796875,0.6440203785896301,,
12,23549,0.671875,0.5725482702255249,,
12,23599,0.75,0.5395642518997192,,
12,23649,0.84375,0.454142689704895,,
12,23699,0.671875,0.5879055261611938,,
12,23749,0.765625,0.499429851770401,,
12,23799,0.765625,0.553948700428009,,
12,23849,0.765625,0.48712754249572754,,
12,23899,0.75,0.5126264095306396,,
12,23949,0.640625,0.5646833777427673,,
12,23999,0.734375,0.5097079277038574,,
12,24049,0.71875,0.4940964877605438,,
12,24099,0.640625,0.622816801071167,,
12,24149,0.71875,0.49530401825904846,,
12,24199,0.671875,0.5672568082809448,,
12,24249,0.6875,0.5554779171943665,,
12,24299,0.765625,0.4866345524787903,,
12,24349,0.703125,0.5660984516143799,,
12,24399,0.78125,0.4744563698768616,,
12,24449,0.765625,0.48202261328697205,,
12,24499,0.75,0.4778682291507721,,
12,24549,0.609375,0.5443387627601624,,
12,24599,0.734375,0.4876311421394348,,
12,24649,0.765625,0.47572988271713257,,
12,24699,0.59375,0.6246422529220581,,
12,24749,0.75,0.5087366104125977,,
12,24799,0.796875,0.47525453567504883,,
12,24849,0.671875,0.5898259878158569,,
12,24899,0.78125,0.44406166672706604,,
12,24907,,,0.7393730282783508,0.5109180212020874
13,24949,0.625,0.7282155156135559,,
13,24999,0.71875,0.5180984735488892,,
13,25049,0.8125,0.49102360010147095,,
13,25099,0.671875,0.5567443370819092,,
13,25149,0.75,0.47594231367111206,,
13,25199,0.75,0.4780219793319702,,
13,25249,0.75,0.46342819929122925,,
13,25299,0.734375,0.5299026966094971,,
13,25349,0.703125,0.5392741560935974,,
13,25399,0.75,0.5016638040542603,,
13,25449,0.703125,0.577721357345581,,
13,25499,0.78125,0.4459410309791565,,
13,25549,0.703125,0.6123378872871399,,
13,25599,0.671875,0.6255866289138794,,
13,25649,0.671875,0.584887683391571,,
13,25699,0.65625,0.5909507870674133,,
13,25749,0.71875,0.5444493889808655,,
13,25799,0.71875,0.491091251373291,,
13,25849,0.71875,0.5082356333732605,,
13,25899,0.78125,0.502815842628479,,
13,25949,0.671875,0.5899734497070312,,
13,25999,0.71875,0.5289000272750854,,
13,26049,0.734375,0.5311508178710938,,
13,26099,0.75,0.5249114036560059,,
13,26149,0.734375,0.5983574390411377,,
13,26199,0.6875,0.5301834344863892,,
13,26249,0.796875,0.44032275676727295,,
13,26299,0.796875,0.4903002381324768,,
13,26349,0.75,0.48265233635902405,,
13,26399,0.65625,0.6079422235488892,,
13,26449,0.640625,0.6497872471809387,,
13,26499,0.734375,0.4923590421676636,,
13,26549,0.78125,0.44024336338043213,,
13,26599,0.75,0.4933626651763916,,
13,26649,0.6875,0.6040149927139282,,
13,26699,0.71875,0.5290621519088745,,
13,26749,0.734375,0.538813591003418,,
13,26799,0.671875,0.5844258069992065,,
13,26823,,,0.7427501678466797,0.5002410411834717
14,26849,0.78125,0.518567681312561,,
14,26899,0.625,0.6124894618988037,,
14,26949,0.671875,0.6079793572425842,,
14,26999,0.796875,0.46701276302337646,,
14,27049,0.65625,0.5901697874069214,,
14,27099,0.625,0.5572415590286255,,
14,27149,0.796875,0.48404422402381897,,
14,27199,0.71875,0.617961049079895,,
14,27249,0.671875,0.5324779748916626,,
14,27299,0.671875,0.5281628966331482,,
14,27349,0.609375,0.6922261714935303,,
14,27399,0.75,0.49446627497673035,,
14,27449,0.6875,0.5704537630081177,,
14,27499,0.625,0.7413614988327026,,
14,27549,0.6875,0.5577077865600586,,
14,27599,0.6875,0.5103816390037537,,
14,27649,0.75,0.48480212688446045,,
14,27699,0.734375,0.6101351976394653,,
14,27749,0.765625,0.5451093316078186,,
14,27799,0.671875,0.6083340644836426,,
14,27849,0.765625,0.4758457839488983,,
14,27899,0.640625,0.5321070551872253,,
14,27949,0.828125,0.4076608121395111,,
14,27999,0.609375,0.6527836322784424,,
14,28049,0.65625,0.6351256966590881,,
14,28099,0.734375,0.45395106077194214,,
14,28149,0.8125,0.40071243047714233,,
14,28199,0.6875,0.5359339714050293,,
14,28249,0.75,0.5151245594024658,,
14,28299,0.703125,0.6336976289749146,,
14,28349,0.625,0.5217278003692627,,
14,28399,0.71875,0.6030104160308838,,
14,28449,0.671875,0.5510673522949219,,
14,28499,0.796875,0.45343807339668274,,
14,28549,0.8125,0.5421570539474487,,
14,28599,0.71875,0.598193347454071,,
14,28649,0.734375,0.4535004794597626,,
14,28699,0.71875,0.5254640579223633,,
14,28739,,,0.7469348907470703,0.5113310813903809
15,28749,0.671875,0.532762348651886,,
15,28799,0.734375,0.5143257975578308,,
15,28849,0.703125,0.6210118532180786,,
15,28899,0.734375,0.5061041116714478,,
15,28949,0.59375,0.746666431427002,,
15,28999,0.71875,0.5843690037727356,,
15,29049,0.6875,0.5473132729530334,,
15,29099,0.734375,0.4885444641113281,,
15,29149,0.78125,0.48248398303985596,,
15,29199,0.71875,0.5638490915298462,,
15,29249,0.71875,0.5432889461517334,,
15,29299,0.59375,0.6116292476654053,,
15,29349,0.671875,0.5960786938667297,,
15,29399,0.796875,0.48192039132118225,,
15,29449,0.734375,0.5517640113830566,,
15,29499,0.796875,0.39495521783828735,,
15,29549,0.703125,0.597973108291626,,
15,29599,0.703125,0.4804907441139221,,
15,29649,0.796875,0.49444305896759033,,
15,29699,0.6875,0.49846404790878296,,
15,29749,0.796875,0.48566293716430664,,
15,29799,0.59375,0.6468380689620972,,
15,29849,0.796875,0.5268721580505371,,
15,29899,0.765625,0.448793888092041,,
15,29949,0.640625,0.6034319400787354,,
15,29999,0.8125,0.42593660950660706,,
15,30049,0.671875,0.5620694160461426,,
15,30099,0.71875,0.49301594495773315,,
15,30149,0.734375,0.4589606523513794,,
15,30199,0.75,0.5137323141098022,,
15,30249,0.75,0.5054318904876709,,
15,30299,0.796875,0.47007083892822266,,
15,30349,0.828125,0.46430450677871704,,
15,30399,0.703125,0.5453611612319946,,
15,30449,0.78125,0.5084080696105957,,
15,30499,0.71875,0.5943853855133057,,
15,30549,0.8125,0.4087441563606262,,
15,30599,0.734375,0.4731632471084595,,
15,30649,0.71875,0.5505751967430115,,
15,30655,,,0.7353351712226868,0.5122077465057373
16,30699,0.828125,0.4416096806526184,,
16,30749,0.71875,0.5823373198509216,,
16,30799,0.640625,0.6199524402618408,,
16,30849,0.703125,0.5236028432846069,,
16,30899,0.78125,0.4568977952003479,,
16,30949,0.796875,0.4415293335914612,,
16,30999,0.75,0.5373107194900513,,
16,31049,0.71875,0.5662168264389038,,
16,31099,0.703125,0.5496376752853394,,
16,31149,0.65625,0.5147501230239868,,
16,31199,0.71875,0.523474395275116,,
16,31249,0.84375,0.4789978861808777,,
16,31299,0.796875,0.4238472878932953,,
16,31349,0.703125,0.5177587270736694,,
16,31399,0.75,0.5075676441192627,,
16,31449,0.75,0.5545130372047424,,
16,31499,0.65625,0.5857081413269043,,
16,31549,0.765625,0.4956042170524597,,
16,31599,0.71875,0.4581905007362366,,
16,31649,0.859375,0.40923139452934265,,
16,31699,0.75,0.4636201858520508,,
16,31749,0.71875,0.5544055104255676,,
16,31799,0.734375,0.5393774509429932,,
16,31849,0.75,0.4867298901081085,,
16,31899,0.78125,0.5109565258026123,,
16,31949,0.65625,0.5754348039627075,,
16,31999,0.59375,0.711480975151062,,
16,32049,0.828125,0.44061338901519775,,
16,32099,0.734375,0.5035691261291504,,
16,32149,0.734375,0.5669060945510864,,
16,32199,0.8125,0.41899505257606506,,
16,32249,0.671875,0.5519484877586365,,
16,32299,0.796875,0.40483176708221436,,
16,32349,0.515625,0.7878797054290771,,
16,32399,0.71875,0.4946224093437195,,
16,32449,0.75,0.5295641422271729,,
16,32499,0.8125,0.43581876158714294,,
16,32549,0.71875,0.5545467138290405,,
16,32571,,,0.7348946332931519,0.5106767416000366
